6.5884,4.9525,3.2179
6.588,4.971,3.2532
6.5886,4.922,3.1898
6.5874,4.8148,3.2067
6.5877,4.799,3.1831
6.5877,4.9188,3.2429
6.5819,5.2316,3.7319
6.5881,5.027,3.2717
